ID1 ID2 kin k0 k2 nsnp relationship
2411896 sim325_fs_off1 sim325_fs_off2 0.259396213899579 0.187290233999854 0.227189403305247 5249 fullsib
2420003 sim326_fs_off1 sim326_fs_off2 0.243766348098732 0.289311408875806 0.232860227178367 5103 fullsib
2428098 sim327_fs_off1 sim327_fs_off2 0.258597331256875 0.184525594923765 0.294488647698653 4782 fullsib
2436181 sim328_fs_off1 sim328_fs_off2 0.273856272879351 0.289169410840317 0.324085348924724 5100 fullsib
2444252 sim329_fs_off1 sim329_fs_off2 0.239105588279043 0.220908480660451 0.131967985920784 5129 fullsib
2452771 sim32_fs_off1 sim32_fs_off2 0.226562583184844 0.339865219691183 0.352888786485968 5062 fullsib
2463934 sim330_fs_off1 sim330_fs_off2 0.243598191679442 0.170164708425622 0.236773652948028 5276 fullsib
2471981 sim331_fs_off1 sim331_fs_off2 0.221704374697337 0.187490238435907 0.223305138271414 5226 fullsib
2480016 sim332_fs_off1 sim332_fs_off2 0.247427784641819 0.169722536137776 0.155392479714574 5156 fullsib
2488039 sim333_fs_off1 sim333_fs_off2 0.240795233241028 0.271584158444713 0.189305794203601 5045 fullsib
2496050 sim334_fs_off1 sim334_fs_off2 0.280404333096413 0.305816874297073 0.311322260812619 5151 fullsib
2504049 sim335_fs_off1 sim335_fs_off2 0.253883268989291 0.220956899237704 0.357121706949736 5047 fullsib
2512036 sim336_fs_off1 sim336_fs_off2 0.238934303054471 0.306360495669335 0.244291673043623 5283 fullsib
2520011 sim337_fs_off1 sim337_fs_off2 0.253141394598761 0.2521511340534 0.273175495418974 4854 fullsib
2527974 sim338_fs_off1 sim338_fs_off2 0.247803626494415 0.272338813229794 0.267748314483705 5080 fullsib
2535925 sim339_fs_off1 sim339_fs_off2 0.245104324368521 0.322502179416403 0.240948479976619 5163 fullsib
2544344 sim33_fs_off1 sim33_fs_off2 0.226877351098181 0.340001382389525 0.351998688781866 5204 fullsib
2555475 sim340_fs_off1 sim340_fs_off2 0.269316901039766 0.187524130422426 0.390194882098499 5323 fullsib
2563402 sim341_fs_off1 sim341_fs_off2 0.258825212285953 0.304607922227333 0.265834358543554 5072 fullsib
2571317 sim342_fs_off1 sim342_fs_off2 0.273804291072318 0.288650389416815 0.332239172898668 5162 fullsib
2579220 sim343_fs_off1 sim343_fs_off2 0.258738294897378 0.318724240454523 0.374676684975538 4804 fullsib
2587111 sim344_fs_off1 sim344_fs_off2 0.277906300701949 0.187647929730397 0.252398404650293 5283 fullsib
2594990 sim345_fs_off1 sim345_fs_off2 0.251756884015702 0.255733893437034 0.325224303877386 5243 fullsib
2602857 sim346_fs_off1 sim346_fs_off2 0.252102408835885 0.254304166849438 0.221536912269697 4938 fullsib
2610712 sim347_fs_off1 sim347_fs_off2 0.250638551093036 0.289291855905669 0.377604270545799 5125 fullsib
2618555 sim348_fs_off1 sim348_fs_off2 0.238017670805147 0.287016729039889 0.289104472478844 4854 fullsib
2626386 sim349_fs_off1 sim349_fs_off2 0.269120541450702 0.25466630187924 0.326198006625683 4929 fullsib
2634705 sim34_fs_off1 sim34_fs_off2 0.248549618354413 0.28549046518131 0.253820810524067 4681 fullsib
2645804 sim350_fs_off1 sim350_fs_off2 0.262191369143964 0.220194696380171 0.203455554252957 5054 fullsib
2653611 sim351_fs_off1 sim351_fs_off2 0.248371906017291 0.33983657030084 0.331443956152825 5193 fullsib
2661406 sim352_fs_off1 sim352_fs_off2 0.256537505526494 0.286826203851125 0.342821379275036 4964 fullsib
2669189 sim353_fs_off1 sim353_fs_off2 0.244018293139999 0.305154929152092 0.256214752510208 5071 fullsib
2676960 sim354_fs_off1 sim354_fs_off2 0.249712861446784 0.219311226820518 0.263185982974643 4955 fullsib
2684719 sim355_fs_off1 sim355_fs_off2 0.24686456565704 0.219512075122188 0.281806180234752 4808 fullsib
2692466 sim356_fs_off1 sim356_fs_off2 0.254312607036394 0.204315974094508 0.255572147733442 5312 fullsib
2700201 sim357_fs_off1 sim357_fs_off2 0.248689720339351 0.358101412273046 0.429506034531599 5323 fullsib
2707924 sim358_fs_off1 sim358_fs_off2 0.260622530866812 0.169664314973202 0.254030380420897 4964 fullsib
2715635 sim359_fs_off1 sim359_fs_off2 0.266045061906316 0.272789437929064 0.305760531867892 5312 fullsib
2723854 sim35_fs_off1 sim35_fs_off2 0.227277576571118 0.238064216521621 0.233334888579341 5096 fullsib
2734921 sim360_fs_off1 sim360_fs_off2 0.232861995466699 0.237813664410272 0.21803186031607 5089 fullsib
2742608 sim361_fs_off1 sim361_fs_off2 0.24841391228512 0.119173297484233 0.255841827913707 5142 fullsib
2750283 sim362_fs_off1 sim362_fs_off2 0.250092650173578 0.186478994152293 0.153491361450699 4938 fullsib
2757946 sim363_fs_off1 sim363_fs_off2 0.258915230303328 0.151670263658813 0.291659190776839 4773 fullsib
2765597 sim364_fs_off1 sim364_fs_off2 0.271380213655967 0.30454328589725 0.316295188897866 5005 fullsib
2773236 sim365_fs_off1 sim365_fs_off2 0.274915726520626 0.185854226761018 0.33919094893103 4897 fullsib
2780863 sim366_fs_off1 sim366_fs_off2 0.26427826183711 0.21866838564699 0.265728816233229 4795 fullsib
2788478 sim367_fs_off1 sim367_fs_off2 0.231752013566545 0.306215001751682 0.364350924548423 5204 fullsib
2796081 sim368_fs_off1 sim368_fs_off2 0.284953222446774 0.152472457853395 0.322473111808479 4986 fullsib
2803672 sim369_fs_off1 sim369_fs_off2 0.259423024128002 0.234280191848526 0.392554849335353 4753 fullsib
2811791 sim36_fs_off1 sim36_fs_off2 0.269416245969141 0.203838581170969 0.233207593265422 5030 fullsib
2822826 sim370_fs_off1 sim370_fs_off2 0.238307437953798 0.323428566895181 0.210322158120026 5060 fullsib
2830393 sim371_fs_off1 sim371_fs_off2 0.251740361932471 0.306447269914754 0.290075588069344 5112 fullsib
2837948 sim372_fs_off1 sim372_fs_off2 0.248263783843267 0.153406082127439 0.171760483553781 5246 fullsib
2845491 sim373_fs_off1 sim373_fs_off2 0.263255375554658 0.204482030835585 0.287047310273513 5159 fullsib
2853022 sim374_fs_off1 sim374_fs_off2 0.250386118369774 0.28900311219791 0.315965849858273 5094 fullsib
2860541 sim375_fs_off1 sim375_fs_off2 0.249443832853725 0.238768516852597 0.210659451700287 5245 fullsib
2868048 sim376_fs_off1 sim376_fs_off2 0.244189841583595 0.272596487033165 0.317856073869512 5304 fullsib
2875543 sim377_fs_off1 sim377_fs_off2 0.249516408749607 0.288479222209072 0.254491629030972 5108 fullsib
2883026 sim378_fs_off1 sim378_fs_off2 0.223094082832588 0.238808623680323 0.212748668680214 5248 fullsib
2890497 sim379_fs_off1 sim379_fs_off2 0.245368901833766 0.203507678723875 0.279528608961013 4980 fullsib
2898516 sim37_fs_off1 sim37_fs_off2 0.237385415652646 0.288875999939032 0.224634530825349 5030 fullsib
2909519 sim380_fs_off1 sim380_fs_off2 0.252257705956052 0.272348205254805 0.2863398462383 5093 fullsib
2916966 sim381_fs_off1 sim381_fs_off2 0.258754683647604 0.186890743539087 0.243332644274018 5089 fullsib
2924401 sim382_fs_off1 sim382_fs_off2 0.254846761442576 0.390797567766619 0.228861938303305 5141 fullsib
2931824 sim383_fs_off1 sim383_fs_off2 0.255437864660542 0.21919149535515 0.267220963311875 4855 fullsib
2939235 sim384_fs_off1 sim384_fs_off2 0.230418982923923 0.25522229900574 0.360485585464906 5092 fullsib
2946634 sim385_fs_off1 sim385_fs_off2 0.237010823975591 0.1702890883146 0.254347974891136 5170 fullsib
2954021 sim386_fs_off1 sim386_fs_off2 0.246471275759168 0.217872751237779 0.304385588592629 4820 fullsib
2961396 sim387_fs_off1 sim387_fs_off2 0.215908163159472 0.20326386674099 0.245575221966948 5050 fullsib
2968759 sim388_fs_off1 sim388_fs_off2 0.261069729226487 0.28710905569105 0.258606871929646 4829 fullsib
2976110 sim389_fs_off1 sim389_fs_off2 0.240498750721579 0.237100711694846 0.208661822676655 4941 fullsib
2984029 sim38_fs_off1 sim38_fs_off2 0.261023336408344 0.169906166385489 0.239808576577379 4996 fullsib
2995000 sim390_fs_off1 sim390_fs_off2 0.236327973148283 0.373388082845432 0.359283632614004 5025 fullsib
3002327 sim391_fs_off1 sim391_fs_off2 0.249624045277251 0.391435744299981 0.320840566488083 5212 fullsib
3009642 sim392_fs_off1 sim392_fs_off2 0.244157747395685 0.237719713891535 0.303285583408897 4976 fullsib
3016945 sim393_fs_off1 sim393_fs_off2 0.26362831347309 0.204351208038228 0.341717098947406 5186 fullsib
3024236 sim394_fs_off1 sim394_fs_off2 0.263072349307398 0.170024746037623 0.258281093063125 5193 fullsib
3031515 sim395_fs_off1 sim395_fs_off2 0.251619444594743 0.136210842275459 0.23335005963208 5112 fullsib
3038782 sim396_fs_off1 sim396_fs_off2 0.226211084890154 0.236318151633597 0.193142147204563 4885 fullsib
3046037 sim397_fs_off1 sim397_fs_off2 0.265785405814602 0.322595162711998 0.356250017555143 5049 fullsib
3053280 sim398_fs_off1 sim398_fs_off2 0.260187768501517 0.289557848580879 0.298340106287156 5181 fullsib
3060511 sim399_fs_off1 sim399_fs_off2 0.274503546031479 0.289614671160365 0.300237820088594 5215 fullsib
3068330 sim39_fs_off1 sim39_fs_off2 0.245370975009202 0.253445796044542 0.281206541405437 4841 fullsib
3079929 sim3_fs_off1 sim3_fs_off2 0.2581082087387 0.221571977711342 0.248052934064576 5250 fullsib
3091240 sim400_fs_off1 sim400_fs_off2 0.239293448884711 0.204445009803791 0.184937525007948 5164 fullsib
3098447 sim401_fs_off1 sim401_fs_off2 0.251619069283681 0.254097541141824 0.244104252452103 5025 fullsib
3105642 sim402_fs_off1 sim402_fs_off2 0.262349889951458 0.204186892419707 0.337200897637673 5165 fullsib
3112825 sim403_fs_off1 sim403_fs_off2 0.258085015655604 0.187156085289942 0.312864855760409 5149 fullsib
3119996 sim404_fs_off1 sim404_fs_off2 0.24829291514563 0.187161909275506 0.386995528182625 5135 fullsib
3127155 sim405_fs_off1 sim405_fs_off2 0.238335530146989 0.237705140223836 0.222013137745976 5161 fullsib
3134302 sim406_fs_off1 sim406_fs_off2 0.243791058821823 0.169665680857565 0.270227472384996 5047 fullsib
3141437 sim407_fs_off1 sim407_fs_off2 0.25468685099467 0.255131592744834 0.419415380109341 5094 fullsib
3148560 sim408_fs_off1 sim408_fs_off2 0.255122062382665 0.169975797393545 0.248269621489304 5107 fullsib
3155671 sim409_fs_off1 sim409_fs_off2 0.261490486960669 0.170104720342919 0.309030772068798 5063 fullsib
3163390 sim40_fs_off1 sim40_fs_off2 0.236418769125015 0.272760891313621 0.23753431804197 5199 fullsib
3174297 sim410_fs_off1 sim410_fs_off2 0.273710398740978 0.289010871242948 0.218959568976715 4978 fullsib
3181384 sim411_fs_off1 sim411_fs_off2 0.257875329926046 0.254315503606549 0.296185346857658 5104 fullsib
3188459 sim412_fs_off1 sim412_fs_off2 0.247660367786498 0.35804117949063 0.240633836512085 5281 fullsib
3195522 sim413_fs_off1 sim413_fs_off2 0.257942173860901 0.33813553196329 0.334881313707898 4932 fullsib
3202573 sim414_fs_off1 sim414_fs_off2 0.242497046956406 0.187363477680288 0.24790114939467 5252 fullsib
3209612 sim415_fs_off1 sim415_fs_off2 0.253735514389415 0.392287588634838 0.405710766681384 5364 fullsib
3216639 sim416_fs_off1 sim416_fs_off2 0.238257235409237 0.237470454764077 0.261354017144832 5071 fullsib
3223654 sim417_fs_off1 sim417_fs_off2 0.23885721835439 0.237853898285785 0.319707198776685 5021 fullsib
3230657 sim418_fs_off1 sim418_fs_off2 0.243402916573812 0.288247090107958 0.186806419712286 4970 fullsib
3237648 sim419_fs_off1 sim419_fs_off2 0.259585551317074 0.170371050535945 0.21483139797884 5164 fullsib
3245267 sim41_fs_off1 sim41_fs_off2 0.241144869786458 0.203305632987472 0.317148102586152 5118 fullsib
3256142 sim420_fs_off1 sim420_fs_off2 0.251710632949363 0.15275313092364 0.25540508137183 4995 fullsib
3263109 sim421_fs_off1 sim421_fs_off2 0.236619866282178 0.170343943564121 0.298942050680354 5325 fullsib
3270064 sim422_fs_off1 sim422_fs_off2 0.245645663737317 0.322883423303017 0.286706478558976 5153 fullsib
3277007 sim423_fs_off1 sim423_fs_off2 0.272358066086353 0.238113276699094 0.36869588313361 5218 fullsib
3283938 sim424_fs_off1 sim424_fs_off2 0.225469586718249 0.238042163719191 0.250841001286487 5103 fullsib
3290857 sim425_fs_off1 sim425_fs_off2 0.252591791160524 0.202600054271582 0.319258229821036 4934 fullsib
3297764 sim426_fs_off1 sim426_fs_off2 0.247343410609143 0.253763174555732 0.294684949605743 4893 fullsib
3304659 sim427_fs_off1 sim427_fs_off2 0.261339201144421 0.204098336215873 0.304276413879177 5243 fullsib
3311542 sim428_fs_off1 sim428_fs_off2 0.241238681373381 0.288577338131392 0.166617382018241 5093 fullsib
3318413 sim429_fs_off1 sim429_fs_off2 0.272977164108077 0.186771233587488 0.361685614416906 5078 fullsib
3325932 sim42_fs_off1 sim42_fs_off2 0.249560156975065 0.15328965698766 0.183477583125195 5219 fullsib
3336775 sim430_fs_off1 sim430_fs_off2 0.231174114224248 0.253882832943255 0.268391872402221 4905 fullsib
3343622 sim431_fs_off1 sim431_fs_off2 0.239128830764796 0.238321478892949 0.272210767635232 5089 fullsib
3350457 sim432_fs_off1 sim432_fs_off2 0.289626816207085 0.286925281664167 0.370319221115068 4915 fullsib
3357280 sim433_fs_off1 sim433_fs_off2 0.240216065627723 0.169600411454052 0.235299753963949 4973 fullsib
3364091 sim434_fs_off1 sim434_fs_off2 0.257249648401721 0.271201547518346 0.234648883839643 4886 fullsib
3370890 sim435_fs_off1 sim435_fs_off2 0.260900087136183 0.254715034672317 0.197478087823468 5160 fullsib
3377677 sim436_fs_off1 sim436_fs_off2 0.259403467224674 0.170598581600783 0.321563506323392 5335 fullsib
3384452 sim437_fs_off1 sim437_fs_off2 0.233525912744993 0.135257451977411 0.167587992807429 5028 fullsib
3391215 sim438_fs_off1 sim438_fs_off2 0.254052692205816 0.186671566288544 0.31400037941158 5083 fullsib
3397966 sim439_fs_off1 sim439_fs_off2 0.211821831793209 0.204393425596873 0.208858303431469 5189 fullsib
3405385 sim43_fs_off1 sim43_fs_off2 0.243170825118342 0.203958913068092 0.199858751335283 5029 fullsib
3416196 sim440_fs_off1 sim440_fs_off2 0.236221083323285 0.221417117671983 0.226551742695177 5277 fullsib
3422923 sim441_fs_off1 sim441_fs_off2 0.241589572962912 0.254288714995561 0.242900338332823 5028 fullsib
3429638 sim442_fs_off1 sim442_fs_off2 0.246598236008355 0.255562838642161 0.336995730869441 5236 fullsib
3436341 sim443_fs_off1 sim443_fs_off2 0.238965403146971 0.340052731024148 0.314350701380849 5150 fullsib
3443032 sim444_fs_off1 sim444_fs_off2 0.260349587527902 0.136125121497854 0.18417671878943 5225 fullsib
3449711 sim445_fs_off1 sim445_fs_off2 0.241503119264328 0.272848090695057 0.226639038087039 5204 fullsib
3456378 sim446_fs_off1 sim446_fs_off2 0.228853519746825 0.352338517898812 0.322173937298882 4751 fullsib
3463033 sim447_fs_off1 sim447_fs_off2 0.270341548326333 0.203662982751447 0.285375862547994 5103 fullsib
3469676 sim448_fs_off1 sim448_fs_off2 0.246247603381368 0.204187225020255 0.291426898597034 5245 fullsib
3476307 sim449_fs_off1 sim449_fs_off2 0.257943730637828 0.185810659246541 0.238994368940816 4848 fullsib
3483626 sim44_fs_off1 sim44_fs_off2 0.236096349448267 0.340937137650715 0.161367856832954 5217 fullsib
3494405 sim450_fs_off1 sim450_fs_off2 0.228719302556411 0.235390881005442 0.282434748244573 4854 fullsib
3501012 sim451_fs_off1 sim451_fs_off2 0.228170240638537 0.255006146542249 0.253002058188753 5198 fullsib
3507607 sim452_fs_off1 sim452_fs_off2 0.279372781324336 0.187362541073026 0.447699362552958 5212 fullsib
3514190 sim453_fs_off1 sim453_fs_off2 0.272440937419884 0.270757202335387 0.271592471461514 4860 fullsib
3520761 sim454_fs_off1 sim454_fs_off2 0.268981070663146 0.238045498553624 0.375920359142478 5177 fullsib
3527320 sim455_fs_off1 sim455_fs_off2 0.24140264984839 0.204107010763031 0.211628429954712 5084 fullsib
3533867 sim456_fs_off1 sim456_fs_off2 0.251361906861296 0.220960152384442 0.222151241082569 5120 fullsib
3540402 sim457_fs_off1 sim457_fs_off2 0.239754623806739 0.169545515817766 0.189781769681107 5073 fullsib
3546925 sim458_fs_off1 sim458_fs_off2 0.257759186531795 0.269630849768603 0.278524467612638 4821 fullsib
3553436 sim459_fs_off1 sim459_fs_off2 0.22703901669829 0.170478533545798 0.219374192497238 5277 fullsib
3560655 sim45_fs_off1 sim45_fs_off2 0.245474056579417 0.272309466206681 0.285557932585444 5238 fullsib
3571402 sim460_fs_off1 sim460_fs_off2 0.229259413795564 0.221423313054428 0.168481890052006 5209 fullsib
3577889 sim461_fs_off1 sim461_fs_off2 0.244801136154037 0.339115643237623 0.256054341208851 4973 fullsib
3584364 sim462_fs_off1 sim462_fs_off2 0.262385529638171 0.202250724962945 0.341063067604672 4862 fullsib
3590827 sim463_fs_off1 sim463_fs_off2 0.221044785602889 0.272052160892396 0.174451247011383 5036 fullsib
3597278 sim464_fs_off1 sim464_fs_off2 0.224398346495083 0.339845929159328 0.230502588278478 4979 fullsib
3603717 sim465_fs_off1 sim465_fs_off2 0.247935245509035 0.289364376980141 0.223731638248817 5158 fullsib
3610144 sim466_fs_off1 sim466_fs_off2 0.248663658907788 0.255370983064047 0.239044136197502 5115 fullsib
3616559 sim467_fs_off1 sim467_fs_off2 0.253750708769635 0.16912940308157 0.258035319836146 5032 fullsib
3622962 sim468_fs_off1 sim468_fs_off2 0.242593210018884 0.271501675704108 0.278683068665756 5110 fullsib
3629353 sim469_fs_off1 sim469_fs_off2 0.261022055256636 0.238661221529762 0.289556651203701 5233 fullsib
3636472 sim46_fs_off1 sim46_fs_off2 0.249195557598957 0.221440546243749 0.293919482341452 5301 fullsib
3647187 sim470_fs_off1 sim470_fs_off2 0.258836184894203 0.218774516609617 0.240933032582782 4698 fullsib
3653554 sim471_fs_off1 sim471_fs_off2 0.25628192703646 0.254580841435152 0.296213649925343 5114 fullsib
3659909 sim472_fs_off1 sim472_fs_off2 0.257991512496008 0.233724547941779 0.438342371649522 4695 fullsib
3666252 sim473_fs_off1 sim473_fs_off2 0.23046110490671 0.238239433486495 0.16489380002041 5108 fullsib
3672583 sim474_fs_off1 sim474_fs_off2 0.276046306896993 0.271376243249693 0.307035785153226 5130 fullsib
3678902 sim475_fs_off1 sim475_fs_off2 0.261456285655317 0.219953134825867 0.323004954064862 5028 fullsib
3685209 sim476_fs_off1 sim476_fs_off2 0.262737014816529 0.287011026633375 0.298934986050363 4948 fullsib
3691504 sim477_fs_off1 sim477_fs_off2 0.268816226963105 0.204669547761785 0.244173916547704 5250 fullsib
3697787 sim478_fs_off1 sim478_fs_off2 0.266706347727311 0.237054740346628 0.278833444885099 5046 fullsib
3704058 sim479_fs_off1 sim479_fs_off2 0.254619722085012 0.118973542010088 0.25690216583383 5131 fullsib
3711077 sim47_fs_off1 sim47_fs_off2 0.285294358173779 0.254689111163519 0.509334192988775 5006 fullsib
3721760 sim480_fs_off1 sim480_fs_off2 0.237583098343226 0.289863703250292 0.260916730855042 5226 fullsib
3728007 sim481_fs_off1 sim481_fs_off2 0.237620609653355 0.253521220681176 0.154642032643251 5018 fullsib
3734242 sim482_fs_off1 sim482_fs_off2 0.236036672583033 0.272090039712106 0.295080240513187 5152 fullsib
3740465 sim483_fs_off1 sim483_fs_off2 0.258254583464042 0.16863660488812 0.37257495817955 4957 fullsib
3746676 sim484_fs_off1 sim484_fs_off2 0.253492651869867 0.255783136403338 0.231337209800193 5344 fullsib
3752875 sim485_fs_off1 sim485_fs_off2 0.247812483711212 0.255299194886389 0.277864738720215 5214 fullsib
3759062 sim486_fs_off1 sim486_fs_off2 0.256008408054364 0.271765108677078 0.210737126001944 5102 fullsib
3765237 sim487_fs_off1 sim487_fs_off2 0.289500067323932 0.271878800748396 0.406261625399093 5079 fullsib
3771400 sim488_fs_off1 sim488_fs_off2 0.238530875131015 0.236511273408569 0.300134595107605 4949 fullsib
3777551 sim489_fs_off1 sim489_fs_off2 0.266660100991539 0.238139182491772 0.298320188346364 5258 fullsib
3784470 sim48_fs_off1 sim48_fs_off2 0.273693477916386 0.153143805248893 0.247202760988631 5235 fullsib
3795121 sim490_fs_off1 sim490_fs_off2 0.236572290568877 0.237627236144382 0.160828210369234 4917 fullsib
3801248 sim491_fs_off1 sim491_fs_off2 0.253568795232286 0.255577293213828 0.227807514170501 5177 fullsib
3807363 sim492_fs_off1 sim492_fs_off2 0.263315029055073 0.237323134284131 0.348888354878984 4945 fullsib
3813466 sim493_fs_off1 sim493_fs_off2 0.287052824301178 0.203451096712425 0.46795751611575 4988 fullsib
3819557 sim494_fs_off1 sim494_fs_off2 0.25448395828682 0.203973531496088 0.282479008071855 5197 fullsib
3825636 sim495_fs_off1 sim495_fs_off2 0.232467446196921 0.304338462799389 0.315243688443623 4952 fullsib
3831703 sim496_fs_off1 sim496_fs_off2 0.243990654904297 0.306814748630237 0.437906646780758 5309 fullsib
3837758 sim497_fs_off1 sim497_fs_off2 0.25161392310761 0.203157964635936 0.304481273870068 4992 fullsib
3843801 sim498_fs_off1 sim498_fs_off2 0.232907795791469 0.170142330842359 0.184625491438655 5266 fullsib
3849832 sim499_fs_off1 sim499_fs_off2 0.250155212595061 0.221220483876599 0.285792688293052 5266 fullsib
3856651 sim49_fs_off1 sim49_fs_off2 0.239495525175837 0.305619418447484 0.178037116468826 5005 fullsib
3868150 sim4_fs_off1 sim4_fs_off2 0.246161197044943 0.187324305955945 0.150644980206357 5205 fullsib
3879229 sim500_fs_off1 sim500_fs_off2 0.240422242308618 0.254078338296279 0.294907101405227 5039 fullsib
3886038 sim50_fs_off1 sim50_fs_off2 0.278065594729262 0.271986464473519 0.404175239432253 5216 fullsib
3897445 sim51_fs_off1 sim51_fs_off2 0.226584343306274 0.306937165823607 0.239764008938065 5330 fullsib
3908840 sim52_fs_off1 sim52_fs_off2 0.240584911031326 0.289770013794507 0.352827233617193 5171 fullsib
3920223 sim53_fs_off1 sim53_fs_off2 0.237952896127788 0.289580061722726 0.272746614357187 5227 fullsib
3931594 sim54_fs_off1 sim54_fs_off2 0.219307905052673 0.306417037051363 0.168141827078547 5081 fullsib
3942953 sim55_fs_off1 sim55_fs_off2 0.229562540164214 0.408998694043996 0.242632597028523 5158 fullsib
3954300 sim56_fs_off1 sim56_fs_off2 0.245028249828349 0.202659140683732 0.224902269746378 4949 fullsib
3965635 sim57_fs_off1 sim57_fs_off2 0.21893165378556 0.374999599546956 0.219776076560071 5335 fullsib
3976958 sim58_fs_off1 sim58_fs_off2 0.239800811209458 0.272238832347111 0.282965836334561 5178 fullsib
3988269 sim59_fs_off1 sim59_fs_off2 0.255372887930346 0.186186148950924 0.30743029611439 5029 fullsib
3999668 sim5_fs_off1 sim5_fs_off2 0.257627634170318 0.238492515736781 0.332848777990919 5242 fullsib
4011515 sim60_fs_off1 sim60_fs_off2 0.245093339367298 0.304094981070406 0.264474869385301 4969 fullsib
4022802 sim61_fs_off1 sim61_fs_off2 0.24025764264519 0.254367128661932 0.247812614141524 4958 fullsib
4034077 sim62_fs_off1 sim62_fs_off2 0.23093867161845 0.255816549038006 0.277815485734421 5330 fullsib
4045340 sim63_fs_off1 sim63_fs_off2 0.24734658081256 0.321880017648218 0.276565899379431 5034 fullsib
4056591 sim64_fs_off1 sim64_fs_off2 0.24038226450055 0.253941574912413 0.288428302824438 5032 fullsib
4067830 sim65_fs_off1 sim65_fs_off2 0.257847136033784 0.266589490606097 0.250455772241187 4651 fullsib
4079057 sim66_fs_off1 sim66_fs_off2 0.256657093609631 0.323692201571535 0.317264185214198 5295 fullsib
4090272 sim67_fs_off1 sim67_fs_off2 0.257576705614796 0.323885365461086 0.376852752640264 5200 fullsib
4101475 sim68_fs_off1 sim68_fs_off2 0.293416060464121 0.2026704344782 0.340834178940467 5018 fullsib
4112666 sim69_fs_off1 sim69_fs_off2 0.22518088505684 0.237275025923941 0.23233032160429 4929 fullsib
4123965 sim6_fs_off1 sim6_fs_off2 0.231107639391068 0.255360557136707 0.0903142580149507 5264 fullsib
4135780 sim70_fs_off1 sim70_fs_off2 0.252326894532669 0.170579930686129 0.180806404869558 5280 fullsib
4146947 sim71_fs_off1 sim71_fs_off2 0.255593559648659 0.203878063859907 0.250438679809291 5006 fullsib
4158102 sim72_fs_off1 sim72_fs_off2 0.244128488254266 0.170448633425149 0.275281363811437 5243 fullsib
4169245 sim73_fs_off1 sim73_fs_off2 0.267341188695073 0.153233471696403 0.217416128102596 5117 fullsib
4180376 sim74_fs_off1 sim74_fs_off2 0.265740305171924 0.272492723912184 0.431198683809761 5263 fullsib
4191495 sim75_fs_off1 sim75_fs_off2 0.253570734724462 0.271613489388705 0.322084231189292 5132 fullsib
4202602 sim76_fs_off1 sim76_fs_off2 0.245290272629754 0.374274661240523 0.253194464118889 5136 fullsib
4213697 sim77_fs_off1 sim77_fs_off2 0.269431870786315 0.136371128583172 0.361547953345441 5291 fullsib
4224780 sim78_fs_off1 sim78_fs_off2 0.244083105525675 0.322311507694794 0.278069873662939 4989 fullsib
4235851 sim79_fs_off1 sim79_fs_off2 0.227504656259484 0.271892370110721 0.224982430553951 5068 fullsib
4247050 sim7_fs_off1 sim7_fs_off2 0.276118092661955 0.169725513353477 0.225477190897992 5073 fullsib
4258833 sim80_fs_off1 sim80_fs_off2 0.239504768953936 0.28941260413062 0.262229825975157 5078 fullsib
4269880 sim81_fs_off1 sim81_fs_off2 0.252669370148828 0.153322291611077 0.283714363565035 5138 fullsib
4280915 sim82_fs_off1 sim82_fs_off2 0.248874812499101 0.272047265406034 0.276631296128912 5152 fullsib
4291938 sim83_fs_off1 sim83_fs_off2 0.24768258427251 0.335873183067257 0.229813266119781 4743 fullsib
4302949 sim84_fs_off1 sim84_fs_off2 0.208857913890576 0.374175786039573 0.118674676935046 5080 fullsib
4313948 sim85_fs_off1 sim85_fs_off2 0.230116132739852 0.372317931679538 0.331746892568196 5053 fullsib
4324935 sim86_fs_off1 sim86_fs_off2 0.232275559782402 0.356610904995983 0.291210242314937 5025 fullsib
4335910 sim87_fs_off1 sim87_fs_off2 0.261343561844708 0.10222981540438 0.357617965156295 5243 fullsib
4346873 sim88_fs_off1 sim88_fs_off2 0.243392495333244 0.253285468031908 0.258460550833678 4797 fullsib
4357824 sim89_fs_off1 sim89_fs_off2 0.256182506084355 0.119233382102789 0.225800136824559 5224 fullsib
4368923 sim8_fs_off1 sim8_fs_off2 0.240332363037785 0.23826909868387 0.133296591293386 5272 fullsib
4380674 sim90_fs_off1 sim90_fs_off2 0.240207867247186 0.287571296145023 0.244069660304177 4901 fullsib
4391601 sim91_fs_off1 sim91_fs_off2 0.27746537035977 0.203023145807744 0.294664917336079 5061 fullsib
4402516 sim92_fs_off1 sim92_fs_off2 0.257672712468728 0.187626049797547 0.250858652760815 5321 fullsib
4413419 sim93_fs_off1 sim93_fs_off2 0.234427953824557 0.187328229161006 0.224569690855988 5205 fullsib
4424310 sim94_fs_off1 sim94_fs_off2 0.242921825992362 0.186609766147901 0.214003418696636 5050 fullsib
4435189 sim95_fs_off1 sim95_fs_off2 0.225003585271419 0.288827659354483 0.255293363020358 5052 fullsib
4446056 sim96_fs_off1 sim96_fs_off2 0.250484816785302 0.237823469532608 0.311832218375246 5086 fullsib
4456911 sim97_fs_off1 sim97_fs_off2 0.250999768861485 0.22100991649472 0.189947672773544 5084 fullsib
4467754 sim98_fs_off1 sim98_fs_off2 0.24966273214131 0.218928001562584 0.358888052629785 4791 fullsib
