ID1 ID2 kin k0 k2 nsnp relationship
4478585 sim99_fs_off1 sim99_fs_off2 0.262160331730313 0.203913274564179 0.247058098517662 5139 fullsib
4489584 sim9_fs_off1 sim9_fs_off2 0.251074759280838 0.221321876106916 0.169677440919143 5152 fullsib
5602 sim100_hs_off1 sim100_hs_off2 0.129572194598887 0.437561465430825 -0.0441497561736277 5069 halfsib
16403 sim101_hs_off1 sim101_hs_off2 0.104624496504895 0.558344669020624 -0.0231573449597949 4954 halfsib
27192 sim102_hs_off1 sim102_hs_off2 0.112968063155873 0.550178442618996 0.0020506952424899 5042 halfsib
37969 sim103_hs_off1 sim103_hs_off2 0.140921268482318 0.546466949579315 0.110152023508585 5231 halfsib
48734 sim104_hs_off1 sim104_hs_off2 0.114323360143806 0.502793023157009 -0.0399135362677661 5051 halfsib
59487 sim105_hs_off1 sim105_hs_off2 0.142272748736674 0.447617093434334 0.0167080883810291 4861 halfsib
70228 sim106_hs_off1 sim106_hs_off2 0.12702256362547 0.515360048108872 0.0234503026107528 5152 halfsib
80957 sim107_hs_off1 sim107_hs_off2 0.127719830641174 0.453691756113085 -0.0354289213222202 4859 halfsib
91674 sim108_hs_off1 sim108_hs_off2 0.146819277781119 0.519103512846351 0.106380623970828 4991 halfsib
102379 sim109_hs_off1 sim109_hs_off2 0.135116783372424 0.508314319891833 0.0487814533815304 4743 halfsib
113492 sim10_hs_off1 sim10_hs_off2 0.141463194819403 0.465236239248212 0.0310890185258222 5056 halfsib
124957 sim110_hs_off1 sim110_hs_off2 0.13143827189039 0.455543133140863 -0.0187037792975788 4989 halfsib
135638 sim111_hs_off1 sim111_hs_off2 0.1245825402355 0.47915598671004 -0.0225138523479604 4645 halfsib
146307 sim112_hs_off1 sim112_hs_off2 0.12768631255141 0.451535958314557 -0.0377187914798036 4665 halfsib
156964 sim113_hs_off1 sim113_hs_off2 0.126295967197711 0.515561366004182 0.0207452347950272 5098 halfsib
167609 sim114_hs_off1 sim114_hs_off2 0.115470595184782 0.527864206383845 -0.0102534128770254 5096 halfsib
178242 sim115_hs_off1 sim115_hs_off2 0.115892735674721 0.56049238544207 0.0240633281409527 5057 halfsib
188863 sim116_hs_off1 sim116_hs_off2 0.122949596562554 0.509246109143048 0.00104449539326602 4856 halfsib
199472 sim117_hs_off1 sim117_hs_off2 0.124836016669334 0.443200099644805 -0.0574558336778581 4892 halfsib
210069 sim118_hs_off1 sim118_hs_off2 0.10684432250857 0.555334847445677 -0.0172878625200419 5196 halfsib
220654 sim119_hs_off1 sim119_hs_off2 0.126702138513097 0.447334628937319 -0.0458568170102933 5208 halfsib
231703 sim11_hs_off1 sim11_hs_off2 0.118331761574284 0.463295690990024 -0.0633772627128417 5193 halfsib
243100 sim120_hs_off1 sim120_hs_off2 0.119434526901233 0.586934611252591 0.0646727188575225 5018 halfsib
253661 sim121_hs_off1 sim121_hs_off2 0.137859936096409 0.458559237630295 0.00999898201592998 5018 halfsib
264210 sim122_hs_off1 sim122_hs_off2 0.134389803144003 0.467465722552495 0.00502493512850716 5120 halfsib
274747 sim123_hs_off1 sim123_hs_off2 0.132906240117548 0.457701406432015 -0.0106736330977939 5034 halfsib
285272 sim124_hs_off1 sim124_hs_off2 0.125035133652606 0.472098096831171 -0.0277613685584049 4977 halfsib
295785 sim125_hs_off1 sim125_hs_off2 0.108431232115616 0.585289073891222 0.0190140023536851 5206 halfsib
306286 sim126_hs_off1 sim126_hs_off2 0.117509858019986 0.561260357314094 0.0312997893940378 5103 halfsib
316775 sim127_hs_off1 sim127_hs_off2 0.137231217649598 0.455905063227958 0.004829933826352 5049 halfsib
327252 sim128_hs_off1 sim128_hs_off2 0.128551196360351 0.576029953183998 0.0902347386254032 5035 halfsib
337717 sim129_hs_off1 sim129_hs_off2 0.148479577677027 0.351146239306442 -0.0549354499854503 5293 halfsib
348702 sim12_hs_off1 sim12_hs_off2 0.125423078208858 0.61063002300252 0.112322335837951 5115 halfsib
360031 sim130_hs_off1 sim130_hs_off2 0.136426026100441 0.464273587513088 0.00997769191485047 5243 halfsib
370472 sim131_hs_off1 sim131_hs_off2 0.139925286940055 0.451525004328843 0.0112261520890614 4897 halfsib
380901 sim132_hs_off1 sim132_hs_off2 0.121927103753186 0.529042094674923 0.0167505096876668 5088 halfsib
391318 sim133_hs_off1 sim133_hs_off2 0.11493259180612 0.528091529460526 -0.0121781033149937 5047 halfsib
401723 sim134_hs_off1 sim134_hs_off2 0.130616901337324 0.541710384845192 0.0641779901944895 5136 halfsib
412116 sim135_hs_off1 sim135_hs_off2 0.139944942555427 0.466842698531198 0.0266224687529039 5124 halfsib
422497 sim136_hs_off1 sim136_hs_off2 0.133654178599909 0.486478711381418 0.0210954257810534 5137 halfsib
432866 sim137_hs_off1 sim137_hs_off2 0.131345077750843 0.446545604452205 -0.0280740845444241 5271 halfsib
443223 sim138_hs_off1 sim138_hs_off2 0.116143663824579 0.49797240290695 -0.0374529417947346 5008 halfsib
453568 sim139_hs_off1 sim139_hs_off2 0.118654116347008 0.47589254693974 -0.0494909876722284 5191 halfsib
464489 sim13_hs_off1 sim13_hs_off2 0.117121331307338 0.545928449866902 0.014413775096253 5311 halfsib
475750 sim140_hs_off1 sim140_hs_off2 0.107238748758495 0.639146785801554 0.0681017808355348 4715 halfsib
486071 sim141_hs_off1 sim141_hs_off2 0.113985671738011 0.483928805133372 -0.0601285079145828 4824 halfsib
496380 sim142_hs_off1 sim142_hs_off2 0.109159011379073 0.571281557943025 0.00791760345931607 5235 halfsib
506677 sim143_hs_off1 sim143_hs_off2 0.135453677870342 0.49741880784211 0.039233519323478 5226 halfsib
516962 sim144_hs_off1 sim144_hs_off2 0.119528767156277 0.548035431445022 0.0261505000701317 5162 halfsib
527235 sim145_hs_off1 sim145_hs_off2 0.138524976355262 0.477923929638775 0.0320238350598242 5160 halfsib
537496 sim146_hs_off1 sim146_hs_off2 0.124722215803784 0.472526214732907 -0.0285849220519571 4935 halfsib
547745 sim147_hs_off1 sim147_hs_off2 0.1113970656326 0.539959514905678 -0.0144522225639228 5169 halfsib
557982 sim148_hs_off1 sim148_hs_off2 0.115435167873042 0.562300729165577 0.0240414006577432 5087 halfsib
568207 sim149_hs_off1 sim149_hs_off2 0.119607950222695 0.561751397949755 0.0401831988405354 5226 halfsib
579064 sim14_hs_off1 sim14_hs_off2 0.156528231196956 0.346300504502682 -0.0275865707094932 4948 halfsib
590257 sim150_hs_off1 sim150_hs_off2 0.139110230502855 0.42805519836545 -0.0155038796231297 4808 halfsib
600458 sim151_hs_off1 sim151_hs_off2 0.118660730363858 0.499578402555979 -0.0257786759885904 5057 halfsib
610647 sim152_hs_off1 sim152_hs_off2 0.125784132049064 0.53778984437459 0.0409263725708463 5024 halfsib
620824 sim153_hs_off1 sim153_hs_off2 0.130655111964469 0.492999359471459 0.0156198073293369 5203 halfsib
630989 sim154_hs_off1 sim154_hs_off2 0.113927456313233 0.503488883030328 -0.0408012917167398 5095 halfsib
641142 sim155_hs_off1 sim155_hs_off2 0.134906850913458 0.51069083646449 0.0503182401183212 4999 halfsib
651283 sim156_hs_off1 sim156_hs_off2 0.143811390464317 0.488628667928241 0.0638742297855079 4993 halfsib
661412 sim157_hs_off1 sim157_hs_off2 0.127660467725752 0.4628201816534 -0.026537947443591 4901 halfsib
671529 sim158_hs_off1 sim158_hs_off2 0.128331556200564 0.636989773113785 0.150315997916041 5127 halfsib
681634 sim159_hs_off1 sim159_hs_off2 0.108830145143902 0.5922835256298 0.0276041062054065 4692 halfsib
692427 sim15_hs_off1 sim15_hs_off2 0.138305834564981 0.413056600205344 -0.0337200615347324 4546 halfsib
703552 sim160_hs_off1 sim160_hs_off2 0.117504087788 0.52808282369081 -0.00190082515719099 5288 halfsib
713633 sim161_hs_off1 sim161_hs_off2 0.113401976422983 0.507147201916178 -0.0392448923918919 5086 halfsib
723702 sim162_hs_off1 sim162_hs_off2 0.123981188966569 0.543189845690723 0.0391146015569994 5116 halfsib
733759 sim163_hs_off1 sim163_hs_off2 0.108800890874737 0.627874431928942 0.0630779954278914 5061 halfsib
743804 sim164_hs_off1 sim164_hs_off2 0.119395128773716 0.483074238330752 -0.039345246574384 5128 halfsib
753837 sim165_hs_off1 sim165_hs_off2 0.142344334495681 0.449441639516504 0.018818977499227 5093 halfsib
763858 sim166_hs_off1 sim166_hs_off2 0.130028667206441 0.476167070974469 -0.00371826019976554 4824 halfsib
773867 sim167_hs_off1 sim167_hs_off2 0.11551958333698 0.574772802407583 0.0368511357555041 5134 halfsib
783864 sim168_hs_off1 sim168_hs_off2 0.140300255184236 0.466127120717033 0.0273281414539748 5176 halfsib
793849 sim169_hs_off1 sim169_hs_off2 0.131868284616556 0.54909469697588 0.076567835442103 5181 halfsib
804578 sim16_hs_off1 sim16_hs_off2 0.145207581218221 0.394815567389426 -0.0243541077376906 4963 halfsib
815635 sim170_hs_off1 sim170_hs_off2 0.134117362466841 0.474363634353147 0.0108330842205123 5007 halfsib
825596 sim171_hs_off1 sim171_hs_off2 0.118189428386627 0.515775984672336 -0.0114663017811572 5138 halfsib
835545 sim172_hs_off1 sim172_hs_off2 0.130901272021444 0.599356512940556 0.122961601026333 4994 halfsib
845482 sim173_hs_off1 sim173_hs_off2 0.127843490767777 0.511704767684809 0.0230787307559152 4736 halfsib
855407 sim174_hs_off1 sim174_hs_off2 0.1163016147734 0.554634012193773 0.0198404712873709 5143 halfsib
865320 sim175_hs_off1 sim175_hs_off2 0.156123794135657 0.417121094710171 0.0416162712527985 4795 halfsib
875221 sim176_hs_off1 sim176_hs_off2 0.123949959007732 0.509097218826245 0.00489705485717314 5179 halfsib
885110 sim177_hs_off1 sim177_hs_off2 0.124510631289325 0.501001782938377 -0.000955691904322442 5128 halfsib
894987 sim178_hs_off1 sim178_hs_off2 0.122486667987466 0.612136057441739 0.102082729391603 5091 halfsib
904852 sim179_hs_off1 sim179_hs_off2 0.101745802251417 0.601724867221738 0.00870807622740599 5042 halfsib
915517 sim17_hs_off1 sim17_hs_off2 0.146427408579851 0.447175040100536 0.0328846744199416 4792 halfsib
926506 sim180_hs_off1 sim180_hs_off2 0.123541805914485 0.479581264582036 -0.0262515117600241 5074 halfsib
936347 sim181_hs_off1 sim181_hs_off2 0.118609658557488 0.589229622993665 0.0636682572236165 5368 halfsib
946176 sim182_hs_off1 sim182_hs_off2 0.133768188730749 0.511067736970875 0.0461404918938711 4972 halfsib
955993 sim183_hs_off1 sim183_hs_off2 0.117691667863302 0.553295890593047 0.0240625620462564 5065 halfsib
965798 sim184_hs_off1 sim184_hs_off2 0.120064721972437 0.535155160540686 0.0154140484304339 4993 halfsib
975591 sim185_hs_off1 sim185_hs_off2 0.121557466523852 0.550178120253798 0.0364079863492078 4876 halfsib
985372 sim186_hs_off1 sim186_hs_off2 0.12417472066562 0.587068061594067 0.0837669442565485 5222 halfsib
995141 sim187_hs_off1 sim187_hs_off2 0.112431870156648 0.548755522101142 -0.00151699727226743 4919 halfsib
1004898 sim188_hs_off1 sim188_hs_off2 0.133074623336857 0.478867897098207 0.011166390445635 5129 halfsib
1014643 sim189_hs_off1 sim189_hs_off2 0.11645210901163 0.554855012414125 0.0206634484606442 5031 halfsib
1025244 sim18_hs_off1 sim18_hs_off2 0.121386571782144 0.466757738716609 -0.0476959741548154 4983 halfsib
1036165 sim190_hs_off1 sim190_hs_off2 0.112496366490463 0.597202445738192 0.047187911700043 4978 halfsib
1045886 sim191_hs_off1 sim191_hs_off2 0.134169098490149 0.452454344679679 -0.0108692613597263 5208 halfsib
1055595 sim192_hs_off1 sim192_hs_off2 0.120893758250331 0.523659434206746 0.00723446720807014 5054 halfsib
1065292 sim193_hs_off1 sim193_hs_off2 0.108607628601178 0.516904805383163 -0.0486646802121235 4806 halfsib
1074977 sim194_hs_off1 sim194_hs_off2 0.125377911598707 0.514569136583212 0.0160807829780392 5197 halfsib
1084650 sim195_hs_off1 sim195_hs_off2 0.139853107970459 0.453046130572523 0.0124585624543608 5119 halfsib
1094311 sim196_hs_off1 sim196_hs_off2 0.0988458524475217 0.602269661242713 -0.00234692896720095 5077 halfsib
1103960 sim197_hs_off1 sim197_hs_off2 0.129843548113897 0.496525782908754 0.015899975364342 4920 halfsib
1113597 sim198_hs_off1 sim198_hs_off2 0.13271542627003 0.516381896965475 0.0472436020455968 5252 halfsib
1123222 sim199_hs_off1 sim199_hs_off2 0.141086266431758 0.367717287625194 -0.0679376466477757 5061 halfsib
1133759 sim19_hs_off1 sim19_hs_off2 0.130978654335686 0.491190001962845 0.0151046193055896 5210 halfsib
1145628 sim1_hs_off1 sim1_hs_off2 0.118152062737377 0.610196561676055 0.0828048126255647 4984 halfsib
1156605 sim200_hs_off1 sim200_hs_off2 0.118713050257307 0.53012758273839 0.0049797837676183 4779 halfsib
1166206 sim201_hs_off1 sim201_hs_off2 0.127883993970445 0.547871667023302 0.0594076429050804 5146 halfsib
1175795 sim202_hs_off1 sim202_hs_off2 0.132713779176476 0.467064226044659 -0.00208065724943868 5107 halfsib
1185372 sim203_hs_off1 sim203_hs_off2 0.12510075506035 0.575817587281603 0.0762206075230015 5090 halfsib
1194937 sim204_hs_off1 sim204_hs_off2 0.115075618831654 0.49272121282883 -0.046976311844555 5033 halfsib
1204490 sim205_hs_off1 sim205_hs_off2 0.129430081103118 0.518470788189634 0.0361911126021082 4982 halfsib
1214031 sim206_hs_off1 sim206_hs_off2 0.11335592682344 0.608946216553467 0.0623699238472272 4986 halfsib
1223560 sim207_hs_off1 sim207_hs_off2 0.134627663192238 0.482734669853357 0.0212453226223067 5160 halfsib
1233077 sim208_hs_off1 sim208_hs_off2 0.145060347342054 0.441434279740183 0.0216756691083973 4976 halfsib
1242582 sim209_hs_off1 sim209_hs_off2 0.125528411312817 0.548884000649415 0.0509976459006808 4954 halfsib
1253055 sim20_hs_off1 sim20_hs_off2 0.125120934731233 0.440085809947439 -0.0594304511276279 5134 halfsib
1263840 sim210_hs_off1 sim210_hs_off2 0.138394778225784 0.45745072511512 0.0110298380182543 5243 halfsib
1273321 sim211_hs_off1 sim211_hs_off2 0.140250005354214 0.490697712697887 0.0516977341147427 4979 halfsib
1282790 sim212_hs_off1 sim212_hs_off2 0.138146335637182 0.504148868698665 0.0567342112473947 5106 halfsib
1292247 sim213_hs_off1 sim213_hs_off2 0.129475600020734 0.621167950001997 0.139070350084933 5280 halfsib
1301692 sim214_hs_off1 sim214_hs_off2 0.108886710026777 0.617206779590046 0.0527536196971533 5189 halfsib
1311125 sim215_hs_off1 sim215_hs_off2 0.138338545649522 0.46056691602366 0.0139210986217468 5257 halfsib
1320546 sim216_hs_off1 sim216_hs_off2 0.136945925930672 0.453664655569506 0.00144835929219395 5197 halfsib
1329955 sim217_hs_off1 sim217_hs_off2 0.109357581742169 0.561008333436766 -0.00156133959455732 5125 halfsib
1339352 sim218_hs_off1 sim218_hs_off2 0.143542717049951 0.444457541780158 0.0186284099799613 5259 halfsib
1348737 sim219_hs_off1 sim219_hs_off2 0.137013641979138 0.400863898966216 -0.0510815331172322 5202 halfsib
1359146 sim21_hs_off1 sim21_hs_off2 0.117523137324814 0.473136600707477 -0.0567708499932658 4918 halfsib
1369863 sim220_hs_off1 sim220_hs_off2 0.128827047169416 0.486536660323809 0.00184484900147314 4957 halfsib
1379224 sim221_hs_off1 sim221_hs_off2 0.13237839695186 0.498215161299911 0.0277287491073497 5064 halfsib
1388573 sim222_hs_off1 sim222_hs_off2 0.134887582462105 0.470246213815956 0.00979654366437787 5057 halfsib
1397910 sim223_hs_off1 sim223_hs_off2 0.135681133386511 0.515225039772538 0.0579495733185827 5192 halfsib
1407235 sim224_hs_off1 sim224_hs_off2 0.133405595638887 0.434778646562962 -0.031598970881489 4876 halfsib
1416548 sim225_hs_off1 sim225_hs_off2 0.131348261176484 0.52325818099909 0.0486512257050276 5056 halfsib
1425849 sim226_hs_off1 sim226_hs_off2 0.112489184254782 0.598756176136266 0.0487129131553936 5222 halfsib
1435138 sim227_hs_off1 sim227_hs_off2 0.11577953130816 0.571859874243236 0.0349779994758752 5177 halfsib
1444415 sim228_hs_off1 sim228_hs_off2 0.118126443301331 0.528289103887073 0.000794877092395103 5179 halfsib
1453680 sim229_hs_off1 sim229_hs_off2 0.120461634243683 0.485877841984448 -0.0322756210408215 5126 halfsib
1464025 sim22_hs_off1 sim22_hs_off2 0.11733291610246 0.482648086438681 -0.0480202491514793 4986 halfsib
1474674 sim230_hs_off1 sim230_hs_off2 0.123958212684662 0.517358758326046 0.0131916090646924 4697 halfsib
1483915 sim231_hs_off1 sim231_hs_off2 0.130325768963122 0.522379592123022 0.043682667975511 5168 halfsib
1493144 sim232_hs_off1 sim232_hs_off2 0.119797917671514 0.539372219006675 0.0185638896927326 4785 halfsib
1502361 sim233_hs_off1 sim233_hs_off2 0.136883246913654 0.498464478400647 0.0459974660552653 5216 halfsib
1511566 sim234_hs_off1 sim234_hs_off2 0.121798465067724 0.514339624631715 0.00153348490261138 5136 halfsib
1520759 sim235_hs_off1 sim235_hs_off2 0.12735154870843 0.4960618665661 0.00546806139982134 5227 halfsib
1529940 sim236_hs_off1 sim236_hs_off2 0.113766824448702 0.509585002471759 -0.0353476997334318 5190 halfsib
1539109 sim237_hs_off1 sim237_hs_off2 0.138870819841645 0.444493870539346 -2.28500940736998e-05 5064 halfsib
1548266 sim238_hs_off1 sim238_hs_off2 0.126608294800419 0.433131318010812 -0.060435502787514 5170 halfsib
1557411 sim239_hs_off1 sim239_hs_off2 0.12907556694916 0.450139952265052 -0.0335577799383067 5126 halfsib
1567692 sim23_hs_off1 sim23_hs_off2 0.1189099437086 0.544197314804521 0.0198370896389223 4896 halfsib
1578273 sim240_hs_off1 sim240_hs_off2 0.113656513587059 0.580720942029318 0.0353469963775525 5150 halfsib
1587394 sim241_hs_off1 sim241_hs_off2 0.124913496022802 0.483704665412781 -0.0166413504960111 4734 halfsib
1596503 sim242_hs_off1 sim242_hs_off2 0.139671782844059 0.525148095446418 0.083835226822656 4830 halfsib
1605600 sim243_hs_off1 sim243_hs_off2 0.120727601315257 0.522106717192856 0.0050171224538824 5192 halfsib
1614685 sim244_hs_off1 sim244_hs_off2 0.130142702220525 0.506305149390362 0.0268759582724613 5222 halfsib
1623758 sim245_hs_off1 sim245_hs_off2 0.11240476196045 0.596859224780225 0.0464782726220239 4915 halfsib
1632819 sim246_hs_off1 sim246_hs_off2 0.132364990973567 0.460395160984662 -0.0101448751210703 5171 halfsib
1641868 sim247_hs_off1 sim247_hs_off2 0.136962524250909 0.392166700358597 -0.0599832026377688 4738 halfsib
1650905 sim248_hs_off1 sim248_hs_off2 0.100814618478118 0.554416852079226 -0.0423246740083036 5137 halfsib
1659930 sim249_hs_off1 sim249_hs_off2 0.12254548864282 0.495633278125656 -0.0141847673030627 5268 halfsib
1670147 sim24_hs_off1 sim24_hs_off2 0.133782107091566 0.462157934542168 -0.00271363709156886 4996 halfsib
1680660 sim250_hs_off1 sim250_hs_off2 0.128054268378793 0.488157833543149 0.000374907058321262 5107 halfsib
1689661 sim251_hs_off1 sim251_hs_off2 0.100789414117484 0.62370571285032 0.0268633693202543 5095 halfsib
1698650 sim252_hs_off1 sim252_hs_off2 0.108387820642224 0.601964655302368 0.0355159378712622 5269 halfsib
1707627 sim253_hs_off1 sim253_hs_off2 0.130596621063431 0.446299136625694 -0.0313143791205811 4919 halfsib
1716592 sim254_hs_off1 sim254_hs_off2 0.116172768355454 0.508748108635169 -0.0265608179430173 5213 halfsib
1725545 sim255_hs_off1 sim255_hs_off2 0.128364184974126 0.504438886951975 0.0178956268484806 5130 halfsib
1734486 sim256_hs_off1 sim256_hs_off2 0.122811534216307 0.520624867093666 0.0118710039588925 5036 halfsib
1743415 sim257_hs_off1 sim257_hs_off2 0.110979403225587 0.561189084264775 0.0051066971671232 5028 halfsib
1752332 sim258_hs_off1 sim258_hs_off2 0.137032103919547 0.467126285544845 0.0152547012230347 5143 halfsib
1761237 sim259_hs_off1 sim259_hs_off2 0.111278903472388 0.575118447407933 0.0202340612974843 5228 halfsib
1771390 sim25_hs_off1 sim25_hs_off2 0.112485996526234 0.529619170191713 -0.0204368437033511 5051 halfsib
1781835 sim260_hs_off1 sim260_hs_off2 0.118268685104391 0.531443392748449 0.00451813316601125 5169 halfsib
1790716 sim261_hs_off1 sim261_hs_off2 0.143290527980417 0.490947066414559 0.0641091783362268 5188 halfsib
1799585 sim262_hs_off1 sim262_hs_off2 0.135758128227405 0.551363756006878 0.0943962689164995 4850 halfsib
1808442 sim263_hs_off1 sim263_hs_off2 0.119853484102826 0.565781988110134 0.0451959245214394 4986 halfsib
1817287 sim264_hs_off1 sim264_hs_off2 0.127068276607647 0.481864047174835 -0.00986284639457655 5140 halfsib
1826120 sim265_hs_off1 sim265_hs_off2 0.132972538455028 0.453327250890522 -0.0147825952893646 4988 halfsib
1834941 sim266_hs_off1 sim266_hs_off2 0.128960189823503 0.426008101991952 -0.0581511387140345 4835 halfsib
1843750 sim267_hs_off1 sim267_hs_off2 0.121260921698378 0.542766038947912 0.0278097257414249 5064 halfsib
1852547 sim268_hs_off1 sim268_hs_off2 0.141686448918036 0.439473956672674 0.00621975234481972 5087 halfsib
1861332 sim269_hs_off1 sim269_hs_off2 0.117286362663312 0.585815950345963 0.0549614009992096 4923 halfsib
1871421 sim26_hs_off1 sim26_hs_off2 0.115194010520579 0.483080213054083 -0.0561437448636011 4981 halfsib
1881798 sim270_hs_off1 sim270_hs_off2 0.108863450654032 0.571565838704076 0.00701964132020185 5315 halfsib
1890559 sim271_hs_off1 sim271_hs_off2 0.123788905752645 0.538520933223571 0.0336765562341504 4782 halfsib
1899308 sim272_hs_off1 sim272_hs_off2 0.127418833078973 0.518922296931289 0.0285976292471817 5305 halfsib
1908045 sim273_hs_off1 sim273_hs_off2 0.143582010510215 0.44409434272997 0.0184223847708292 5042 halfsib
1916770 sim274_hs_off1 sim274_hs_off2 0.129273162833154 0.496741845118639 0.0138344964512552 5094 halfsib
1925483 sim275_hs_off1 sim275_hs_off2 0.139720678894832 0.393066224576337 -0.0480510598443364 5177 halfsib
1934184 sim276_hs_off1 sim276_hs_off2 0.123731479784418 0.476046534115739 -0.0290275467465901 4907 halfsib
1942873 sim277_hs_off1 sim277_hs_off2 0.133587682037684 0.494427070013567 0.0287777981643049 5004 halfsib
1951550 sim278_hs_off1 sim278_hs_off2 0.12065726531659 0.52552275200559 0.00815181327195086 5153 halfsib
1960215 sim279_hs_off1 sim279_hs_off2 0.135446503151361 0.443213353371245 -0.015000634023313 4987 halfsib
1970240 sim27_hs_off1 sim27_hs_off2 0.126308647884866 0.578208379541459 0.0834429710809238 5163 halfsib
1980549 sim280_hs_off1 sim280_hs_off2 0.128659185205537 0.492806612035597 0.00744335285774401 4736 halfsib
1989190 sim281_hs_off1 sim281_hs_off2 0.130343521222517 0.487975655159521 0.00934974004958863 4899 halfsib
1997819 sim282_hs_off1 sim282_hs_off2 0.139376706407973 0.391149224454134 -0.0513439499139728 4876 halfsib
2006436 sim283_hs_off1 sim283_hs_off2 0.146395672955148 0.396335459814785 -0.0180818483646249 4736 halfsib
2015041 sim284_hs_off1 sim284_hs_off2 0.153422266813948 0.419912878562462 0.0336019458182542 5101 halfsib
2023634 sim285_hs_off1 sim285_hs_off2 0.121593360256878 0.473136232993956 -0.0404903259785323 5111 halfsib
2032215 sim286_hs_off1 sim286_hs_off2 0.128246320078117 0.477571621358294 -0.00944309832923966 5141 halfsib
2040784 sim287_hs_off1 sim287_hs_off2 0.124376184656983 0.524637274512019 0.0221420131399511 5271 halfsib
2049341 sim288_hs_off1 sim288_hs_off2 0.128045510401651 0.445039363248034 -0.0427785951453606 5229 halfsib
2057886 sim289_hs_off1 sim289_hs_off2 0.136553352047636 0.484153481527986 0.0303668897185282 4963 halfsib
2067847 sim28_hs_off1 sim28_hs_off2 0.106424575044324 0.613142895707123 0.0388411958844172 5007 halfsib
2078088 sim290_hs_off1 sim290_hs_off2 0.156643272708189 0.423722288377471 0.0502953792102248 5172 halfsib
2086609 sim291_hs_off1 sim291_hs_off2 0.119934746731802 0.489788926076141 -0.0304720869966502 5149 halfsib
2095118 sim292_hs_off1 sim292_hs_off2 0.113011857096277 0.603187274704965 0.0552347030900735 5322 halfsib
2103615 sim293_hs_off1 sim293_hs_off2 0.118065989389353 0.52879927653426 0.0010632340916713 5043 halfsib
2112100 sim294_hs_off1 sim294_hs_off2 0.11316633216031 0.588146749886869 0.0408120785281075 5010 halfsib
2120573 sim295_hs_off1 sim295_hs_off2 0.116442049774856 0.524082128884276 -0.0101496720162992 5245 halfsib
2129034 sim296_hs_off1 sim296_hs_off2 0.111943687277254 0.515085166809539 -0.037140084081447 4817 halfsib
2137483 sim297_hs_off1 sim297_hs_off2 0.12969223930764 0.542972725922758 0.0617416831533169 4995 halfsib
2145920 sim298_hs_off1 sim298_hs_off2 0.13356638559292 0.509067836837794 0.0433333792094724 5203 halfsib
2154345 sim299_hs_off1 sim299_hs_off2 0.105607452053586 0.568833561634799 -0.00873663015085828 4792 halfsib
2164242 sim29_hs_off1 sim29_hs_off2 0.125661669443002 0.552881804393661 0.0555284821656707 5020 halfsib
2176047 sim2_hs_off1 sim2_hs_off2 0.14706377686205 0.442805632335791 0.0310607397839928 4914 halfsib
2186396 sim300_hs_off1 sim300_hs_off2 0.116657773863086 0.590024460799669 0.056655556252014 5201 halfsib
2194797 sim301_hs_off1 sim301_hs_off2 0.126015122780281 0.505216695358613 0.00927718647973749 4858 halfsib
2203186 sim302_hs_off1 sim302_hs_off2 0.132729362667889 0.563402776220113 0.0943202268916702 5327 halfsib
2211563 sim303_hs_off1 sim303_hs_off2 0.123739245123873 0.484487159613047 -0.0205558598914623 5127 halfsib
2219928 sim304_hs_off1 sim304_hs_off2 0.125667232440857 0.495503499752328 -0.00182757048424321 4861 halfsib
2228281 sim305_hs_off1 sim305_hs_off2 0.116033179960983 0.475079205743666 -0.0607880744124024 4745 halfsib
2236622 sim306_hs_off1 sim306_hs_off2 0.144657252901113 0.509607726627465 0.0882367382319184 4868 halfsib
2244951 sim307_hs_off1 sim307_hs_off2 0.152955931589485 0.400936362330729 0.0127600886886673 5065 halfsib
2253268 sim308_hs_off1 sim308_hs_off2 0.103689536582176 0.607053435666671 0.0218115819953754 5043 halfsib
2261573 sim309_hs_off1 sim309_hs_off2 0.1120532646188 0.497663723881179 -0.0541232176436193 5034 halfsib
2271406 sim30_hs_off1 sim30_hs_off2 0.133106882582471 0.426317101330467 -0.0412553683396508 5288 halfsib
2281511 sim310_hs_off1 sim310_hs_off2 0.124729342387931 0.548058997085256 0.046976366636981 5067 halfsib
2289792 sim311_hs_off1 sim311_hs_off2 0.12660663605221 0.4031881098727 -0.0903853459184586 5173 halfsib
2298061 sim312_hs_off1 sim312_hs_off2 0.140253927047653 0.499795336300465 0.0608110444910779 5105 halfsib
2306318 sim313_hs_off1 sim313_hs_off2 0.147453510624559 0.53117968538991 0.120993727888148 4909 halfsib
2314563 sim314_hs_off1 sim314_hs_off2 0.128973084012583 0.553213543569467 0.0691058796198002 5021 halfsib
2322796 sim315_hs_off1 sim315_hs_off2 0.113103610112532 0.512163801841617 -0.0354217577082548 4958 halfsib
2331017 sim316_hs_off1 sim316_hs_off2 0.123179700659874 0.469008806446491 -0.038272390914012 5254 halfsib
2339226 sim317_hs_off1 sim317_hs_off2 0.137770647668285 0.413109667107472 -0.0358077422193893 5162 halfsib
2347423 sim318_hs_off1 sim318_hs_off2 0.132326050900387 0.486053108547183 0.0153573121487308 4995 halfsib
2355608 sim319_hs_off1 sim319_hs_off2 0.123452562467902 0.541787883086546 0.0355981329581554 5145 halfsib
